housing_median_age,population,median_income,ocean_proximity,median_house_value,population_per_households,rooms_per_household,bed_rooms_per_household,population_per_bedrooms,rooms_per_bedrooms
36,1360.0,4.8013,Coastal,224100,2.7364185110663986,6.010060362173038,0.9879275653923542,2.769857433808554,6.083503054989817
37,635.0,3.75,Coastal,221300,2.6348547717842323,6.257261410788382,1.045643153526971,2.5198412698412698,5.984126984126984
36,1199.0,4.1538,Coastal,218800,2.827830188679245,5.764150943396227,1.0188679245283019,2.775462962962963,5.657407407407407
36,643.0,3.6447,Coastal,211000,2.909502262443439,6.099547511312217,1.0588235294117647,2.747863247863248,5.760683760683761
36,1462.0,3.8646,Coastal,214600,2.5694200351493848,4.975395430579965,1.0070298769771528,2.5514834205933683,4.940663176265271
36,1002.0,5.0719,Coastal,219500,2.8547008547008548,6.3247863247863245,1.0455840455840455,2.7302452316076296,6.049046321525886
37,1956.0,4.2218,Coastal,200500,2.8184438040345823,5.351585014409222,1.0201729106628241,2.76271186440678,5.245762711864407
45,791.0,3.4605,Coastal,186600,2.361194029850746,4.576119402985075,0.9880597014925373,2.389728096676737,4.6314199395770395
29,2515.0,2.726,Coastal,208700,1.9772012578616351,3.707547169811321,1.078616352201258,1.8330903790087463,3.43731778425656
45,945.0,5.0787,Coastal,219200,2.953125,5.790625,1.025,2.8810975609756095,5.649390243902439
45,880.0,4.1023,Coastal,217300,2.5958702064896757,5.95575221238938,1.0707964601769913,2.4242424242424243,5.56198347107438
40,1285.0,3.975,Coastal,213800,2.298747763864043,4.645796064400716,1.0411449016100178,2.2079037800687287,4.462199312714777
35,591.0,2.9798,Coastal,315600,2.0309278350515463,4.86254295532646,1.0103092783505154,2.010204081632653,4.812925170068027
44,1396.0,4.1771,Coastal,219100,2.5153153153153154,4.920720720720721,1.0396396396396397,2.419410745233969,4.7331022530329285
24,537.0,2.25,Coastal,192000,1.967032967032967,4.498168498168498,1.1721611721611722,1.678125,3.8375
30,2086.0,0.7007,Coastal,134400,2.98,3.64,1.0242857142857142,2.909344490934449,3.5536959553695957
44,1378.0,3.8819,Coastal,143200,3.2046511627906975,4.395348837209302,1.0813953488372092,2.9634408602150537,4.064516129032258
30,2678.0,2.2417,Coastal,151900,2.5924491771539206,3.420135527589545,1.027105517909003,2.5240339302544768,3.3298774740810555
49,725.0,3.8026,Coastal,149700,2.6654411764705883,3.9448529411764706,0.9558823529411765,2.7884615384615383,4.126923076923077
45,773.0,3.2798,Coastal,150300,2.6933797909407664,4.066202090592334,1.0522648083623694,2.5596026490066226,3.8642384105960264
33,2286.0,2.3041,Coastal,149100,3.2657142857142856,3.652857142857143,1.0442857142857143,3.1272229822161424,3.4979480164158687
46,1360.0,2.4844,Coastal,158200,3.1701631701631703,4.321678321678322,1.0769230769230769,2.9437229437229435,4.012987012987013
35,1953.0,2.7813,Coastal,159200,2.910581222056632,5.07451564828614,1.1609538002980626,2.5070603337612325,4.370988446726573
35,1305.0,7.2096,Coastal,490300,2.2384219554030875,6.409948542024014,1.0514579759862779,2.128874388254486,6.096247960848287
43,1011.0,6.4468,Coastal,444200,2.277027027027027,5.948198198198198,0.9256756756756757,2.45985401459854,6.425790754257908
42,815.0,4.9,Coastal,406300,2.725752508361204,5.929765886287625,1.2040133779264215,2.263888888888889,4.925
45,800.0,4.8693,Coastal,277700,2.6490066225165565,5.986754966887418,1.0430463576158941,2.5396825396825395,5.73968253968254
46,531.0,4.3125,Coastal,290500,2.391891891891892,6.135135135135135,0.963963963963964,2.4813084112149535,6.364485981308412
44,542.0,5.0052,Coastal,321800,1.9781021897810218,5.463503649635037,1.010948905109489,1.9566787003610109,5.404332129963899
45,591.0,4.2411,Coastal,371700,2.141304347826087,5.561594202898551,0.9927536231884058,2.156934306569343,5.602189781021898
39,1330.0,3.3125,Coastal,425500,2.052469135802469,5.589506172839506,1.1496913580246915,1.7852348993288591,4.861744966442953
43,1063.0,3.835,Coastal,418600,1.9795158286778398,4.769087523277467,1.0130353817504656,1.9540441176470589,4.707720588235294
50,1513.0,5.5106,Coastal,252200,2.324116743471582,5.509984639016897,1.064516129032258,2.1832611832611835,5.176046176046176
52,1152.0,4.1354,Coastal,268200,2.360655737704918,5.202868852459017,1.0184426229508197,2.317907444668008,5.1086519114688125
52,1030.0,4.1301,Coastal,268400,2.2838137472283813,5.696230598669623,1.0731707317073171,2.128099173553719,5.3078512396694215
52,943.0,3.7895,Coastal,254000,2.143181818181818,5.95,1.0727272727272728,1.9978813559322033,5.546610169491525
43,167.0,4.25,Coastal,207500,2.4558823529411766,4.176470588235294,0.9558823529411765,2.5692307692307694,4.369230769230769
30,1032.0,3.5871,Coastal,347100,1.8832116788321167,4.098540145985401,1.0072992700729928,1.8695652173913044,4.068840579710145
19,1914.0,3.5521,Coastal,290000,2.23859649122807,3.453801169590643,1.0467836257309941,2.1385474860335196,3.299441340782123
21,913.0,4.6042,Coastal,272200,2.1738095238095236,5.359523809523809,1.0761904761904761,2.019911504424779,4.980088495575221
43,954.0,5.2606,Coastal,198900,3.0576923076923075,5.634615384615385,1.1121794871794872,2.749279538904899,5.066282420749279
11,422.0,4.6364,Coastal,156300,1.909502262443439,3.9457013574660635,0.918552036199095,2.0788177339901477,4.295566502463054
21,1038.0,4.4559,Coastal,198500,2.703125,4.778645833333333,1.1119791666666667,2.430913348946136,4.297423887587822
43,1525.0,4.95,Coastal,194000,2.8827977315689983,5.695652173913044,1.0850661625708884,2.656794425087108,5.2491289198606275
34,2217.0,2.4286,Coastal,204800,2.9798387096774195,3.7728494623655915,1.032258064516129,2.88671875,3.6549479166666665
23,804.0,2.5833,Coastal,181300,2.155495978552279,2.557640750670241,1.0455764075067024,2.0615384615384613,2.4461538461538463
45,533.0,3.4808,Coastal,206900,2.761658031088083,4.891191709844559,0.9222797927461139,2.99438202247191,5.303370786516854
46,742.0,4.6458,Coastal,212100,3.078838174273859,5.759336099585062,1.053941908713693,2.921259842519685,5.464566929133858
47,1219.0,5.3096,Coastal,209900,2.9023809523809523,5.588095238095238,1.0404761904761906,2.789473684210526,5.37070938215103
34,1444.0,2.8438,Coastal,139300,3.881720430107527,4.620967741935484,1.0698924731182795,3.628140703517588,4.319095477386934
43,764.0,3.3214,Coastal,162200,3.7450980392156863,4.436274509803922,0.9754901960784313,3.8391959798994977,4.547738693467337
40,1807.0,3.0882,Coastal,160700,4.375302663438257,4.394673123486683,1.036319612590799,4.22196261682243,4.240654205607477
33,1157.0,3.5054,Coastal,146800,3.615625,3.99375,0.971875,3.720257234726688,4.109324758842444
30,1779.0,3.6086,Coastal,146300,4.146853146853147,3.9160839160839163,1.0932400932400932,3.79317697228145,3.582089552238806
45,394.0,4.9562,Coastal,165700,4.426966292134831,5.112359550561798,1.0337078651685394,4.282608695652174,4.945652173913044
43,723.0,4.3424,Coastal,162500,3.7853403141361257,5.261780104712042,1.0418848167539267,3.6331658291457285,5.050251256281407
17,3030.0,1.9311,Coastal,138100,2.3933649289099526,4.231437598736177,1.052132701421801,2.274774774774775,4.021771771771772
45,1255.0,3.6923,Coastal,159700,3.7687687687687688,5.084084084084084,1.012012012012012,3.7240356083086055,5.023738872403561
45,1524.0,3.8586,Coastal,157900,3.9278350515463916,4.680412371134021,1.0257731958762886,3.829145728643216,4.562814070351759
38,1345.0,3.3988,Coastal,147800,4.125766871165644,4.558282208588957,1.1012269938650308,3.746518105849582,4.139275766016713
41,602.0,3.7885,Coastal,156900,3.289617486338798,3.9672131147540983,0.907103825136612,3.6265060240963853,4.373493975903615
45,1095.0,2.7308,Coastal,139000,4.070631970260223,4.312267657992565,1.0185873605947955,3.9963503649635035,4.233576642335766
41,1053.0,3.2778,Coastal,150800,3.787769784172662,4.5,1.0035971223021583,3.774193548387097,4.483870967741935
36,1291.0,3.7708,Coastal,157100,3.830860534124629,3.8130563798219583,1.029673590504451,3.7204610951008648,3.7031700288184437
33,1764.0,3.875,Coastal,165100,4.009090909090909,4.509090909090909,1.084090909090909,3.69811320754717,4.159329140461216
28,2537.0,2.3,Coastal,137500,4.256711409395973,5.046979865771812,1.0553691275167785,4.033386327503974,4.782193958664547
39,1691.0,2.3605,Coastal,141800,4.238095238095238,4.005012531328321,1.1478696741854637,3.6921397379912664,3.489082969432314
32,2557.0,2.1397,Coastal,145300,4.549822064056939,3.5943060498220643,1.0907473309608542,4.171288743882545,3.2952691680261013
44,984.0,4.25,Coastal,143100,3.2582781456953644,4.5927152317880795,0.9271523178807947,3.5142857142857142,4.953571428571428
38,1535.0,1.9848,Coastal,160400,2.9238095238095236,3.8285714285714287,1.1333333333333333,2.5798319327731094,3.3781512605042017
29,2994.0,1.8109,Coastal,137500,3.2578890097932534,3.805223068552775,1.192600652883569,2.7317518248175183,3.190693430656934
47,569.0,2.9514,Coastal,185200,2.917948717948718,3.933333333333333,1.0,2.917948717948718,3.933333333333333
48,1807.0,2.7183,Coastal,190400,3.352504638218924,3.9053803339517623,1.098330241187384,3.052364864864865,3.5557432432432434
47,1388.0,3.0135,Coastal,192700,2.2904290429042904,4.206270627062707,1.033003300330033,2.2172523961661343,4.0718849840255595
52,1090.0,2.8988,Coastal,194900,2.5348837209302326,4.153488372093023,1.0348837209302326,2.449438202247191,4.013483146067416
41,1604.0,2.9943,Coastal,190600,2.89009009009009,3.828828828828829,1.0648648648648649,2.7140439932318103,3.595600676818951
42,2749.0,2.5012,Coastal,197500,2.512797074954296,4.183729433272394,1.0475319926873858,2.398778359511344,3.993891797556719
45,1300.0,3.9792,Coastal,210200,2.888888888888889,5.457777777777777,1.1,2.6262626262626263,4.961616161616162
52,614.0,4.0074,Coastal,200800,2.658008658008658,4.367965367965368,0.935064935064935,2.8425925925925926,4.671296296296297
42,2114.0,2.0579,Coastal,132700,3.768270944741533,4.101604278074866,1.106951871657754,3.4041867954911433,3.7053140096618358
36,2635.0,2.1985,Coastal,141800,4.010654490106545,3.5403348554033487,1.1095890410958904,3.6145404663923184,3.190672153635117
42,1631.0,1.6384,Coastal,128000,3.9112709832134294,3.7673860911270984,1.0431654676258992,3.749425287356322,3.6114942528735634
41,2357.0,1.7938,Coastal,142600,4.455576559546314,3.996219281663516,1.1568998109640831,3.8513071895424837,3.454248366013072
43,2339.0,1.6792,Coastal,130600,4.176785714285714,3.255357142857143,1.0714285714285714,3.8983333333333334,3.0383333333333336
30,2951.0,1.7689,Coastal,117600,4.270622286541244,3.9565846599131693,1.096960926193922,3.8931398416886545,3.6068601583113455
36,1042.0,1.55,Coastal,100000,3.4617940199335546,3.1495016611295683,1.0066445182724253,3.438943894389439,3.128712871287129
43,1042.0,3.5,Coastal,216700,2.492822966507177,5.287081339712919,1.1220095693779903,2.2217484008528783,4.712153518123667
27,315.0,1.75,Coastal,154200,3.28125,4.90625,1.375,2.3863636363636362,3.5681818181818183
9,1530.0,5.1806,Coastal,175000,1.895910780669145,4.41635687732342,1.0346964064436184,1.8323353293413174,4.268263473053892
25,3010.0,3.233,Coastal,199100,2.553011026293469,4.633587786259542,1.0729431721798135,2.3794466403162056,4.318577075098815
26,883.0,3.5313,Coastal,187500,2.412568306010929,4.341530054644808,1.0382513661202186,2.3236842105263156,4.181578947368421
15,1591.0,3.0513,Coastal,148100,3.144268774703557,4.756916996047431,1.1640316205533596,2.701188455008489,4.086587436332767
45,687.0,5.0424,Coastal,225900,2.4105263157894736,5.540350877192982,0.9754385964912281,2.471223021582734,5.679856115107913
45,797.0,4.8917,Coastal,222800,2.720136518771331,5.918088737201365,1.129692832764505,2.40785498489426,5.238670694864048
43,701.0,4.1375,Coastal,226000,2.3523489932885906,5.181208053691275,0.959731543624161,2.4510489510489513,5.398601398601398
42,671.0,3.2794,Coastal,224500,2.51310861423221,5.591760299625468,1.0374531835205993,2.422382671480144,5.389891696750903
44,815.0,5.5449,Coastal,232200,2.869718309859155,5.700704225352113,0.9859154929577465,2.9107142857142856,5.7821428571428575
44,779.0,4.3056,Coastal,228600,2.676975945017182,6.134020618556701,1.0549828178694158,2.537459283387622,5.814332247557004
45,1474.0,5.5196,Coastal,227600,2.599647266313933,5.444444444444445,1.0123456790123457,2.56794425087108,5.378048780487805
36,702.0,4.875,Coastal,222500,2.7968127490039842,5.609561752988048,0.9960159362549801,2.808,5.632
36,664.0,5.1171,Coastal,225300,3.018181818181818,6.6454545454545455,1.059090909090909,2.8497854077253217,6.274678111587983
36,887.0,3.8162,Coastal,221900,2.3403693931398415,5.274406332453826,1.029023746701847,2.2743589743589743,5.125641025641026
36,857.0,4.6875,Coastal,218200,2.5131964809384164,5.108504398826979,0.9970674486803519,2.5205882352941176,5.123529411764705
37,517.0,4.4196,Coastal,223100,2.7354497354497354,6.608465608465608,1.0687830687830688,2.5594059405940595,6.183168316831683
36,899.0,4.918,Coastal,225200,3.047457627118644,6.169491525423729,1.0610169491525423,2.8722044728434506,5.814696485623003
36,1308.0,5.9265,Coastal,227300,2.9659863945578233,6.199546485260771,1.0158730158730158,2.919642857142857,6.102678571428571
36,1193.0,4.8462,Coastal,225700,2.833729216152019,5.752969121140143,0.997624703087886,2.8404761904761906,5.766666666666667
36,915.0,5.2713,Coastal,244400,2.7896341463414633,5.884146341463414,1.079268292682927,2.5847457627118646,5.451977401129944
36,956.0,5.3735,Coastal,234400,2.715909090909091,5.681818181818182,0.9744318181818182,2.7871720116618075,5.830903790087463
20,2292.0,7.6084,Coastal,402500,2.622425629290618,7.202517162471396,1.0720823798627002,2.4461045891141944,6.718249733191035
36,1042.0,5.2299,Coastal,239800,2.6313131313131315,5.603535353535354,0.9924242424242424,2.6513994910941476,5.646310432569974
36,846.0,7.1937,Coastal,254400,2.603076923076923,5.7784615384615385,0.9938461538461538,2.6191950464396285,5.814241486068111
36,444.0,3.7031,Coastal,245300,2.5084745762711864,6.27683615819209,1.03954802259887,2.4130434782608696,6.038043478260869
36,451.0,5.1993,Coastal,246000,2.75,5.219512195121951,0.8902439024390244,3.089041095890411,5.863013698630137
36,558.0,3.9722,Coastal,235600,2.607476635514019,5.850467289719626,0.9766355140186916,2.6698564593301435,5.990430622009569
37,1095.0,4.3203,Coastal,232800,3.0672268907563027,5.565826330532213,0.9719887955182073,3.155619596541787,5.726224783861672
36,871.0,5.2155,Coastal,254800,2.5922619047619047,5.791666666666667,1.0297619047619047,2.5173410404624277,5.624277456647399
37,836.0,4.375,Coastal,218200,2.4955223880597015,5.24179104477612,1.0298507462686568,2.4231884057971014,5.089855072463768
36,1155.0,4.6087,Coastal,224600,2.6072234762979685,5.790067720090294,1.0338600451467268,2.521834061135371,5.600436681222708
37,860.0,4.2143,Coastal,228500,2.5294117647058822,5.288235294117647,0.9735294117647059,2.598187311178248,5.43202416918429
37,493.0,4.7845,Coastal,231400,2.6939890710382515,5.53551912568306,1.0874316939890711,2.477386934673367,5.090452261306533
37,572.0,4.325,Coastal,223900,2.3636363636363638,5.074380165289257,0.9793388429752066,2.413502109704641,5.181434599156118
37,711.0,5.1795,Coastal,225400,2.512367491166078,5.406360424028269,1.0247349823321554,2.4517241379310346,5.275862068965517
36,273.0,3.7321,Coastal,223700,2.4375,5.9375,1.0178571428571428,2.3947368421052633,5.833333333333333
34,928.0,5.395,Coastal,241900,2.659025787965616,5.45272206303725,0.9828080229226361,2.705539358600583,5.548104956268221
36,855.0,4.6473,Coastal,227100,2.6802507836990594,5.482758620689655,1.0094043887147335,2.6552795031055902,5.431677018633541
36,505.0,4.3438,Coastal,233600,2.8693181818181817,5.829545454545454,1.0340909090909092,2.7747252747252746,5.637362637362638
36,743.0,4.4312,Coastal,226000,2.8037735849056604,5.645283018867924,1.0226415094339623,2.7416974169741697,5.520295202952029
41,821.0,4.0893,Coastal,223000,2.6146496815286624,4.805732484076433,1.035031847133758,2.526153846153846,4.643076923076923
44,1167.0,3.1042,Coastal,219800,3.1370967741935485,5.06989247311828,1.0725806451612903,2.924812030075188,4.726817042606516
36,784.0,5.0447,Coastal,249200,2.6308724832214767,5.953020134228188,1.0033557046979866,2.6220735785953178,5.933110367892977
36,721.0,4.6875,Coastal,250700,2.4523809523809526,5.663265306122449,0.9897959183673469,2.47766323024055,5.721649484536083
35,774.0,2.7092,Coastal,256300,1.8516746411483254,4.389952153110048,1.0406698564593302,1.7793103448275862,4.218390804597701
36,530.0,5.3701,Coastal,251400,2.5118483412322274,5.957345971563981,0.9715639810426541,2.5853658536585367,6.131707317073171
36,810.0,4.3897,Coastal,235000,2.6557377049180326,6.022950819672131,1.0459016393442624,2.5391849529780566,5.758620689655173
36,884.0,5.587,Coastal,244900,2.623145400593472,5.913946587537092,1.0504451038575668,2.4971751412429377,5.629943502824859
36,1039.0,5.7942,Coastal,257000,2.808108108108108,6.008108108108108,1.0,2.808108108108108,6.008108108108108
36,666.0,5.0795,Coastal,243300,2.5914396887159534,5.334630350194552,0.9727626459143969,2.664,5.484
36,838.0,4.4831,Coastal,253900,2.5548780487804876,5.2560975609756095,0.9817073170731707,2.6024844720496896,5.354037267080745
36,744.0,4.66,Coastal,244800,2.657142857142857,6.0,1.0392857142857144,2.556701030927835,5.77319587628866
35,444.0,5.4602,Coastal,231600,2.5084745762711864,5.84180790960452,1.0169491525423728,2.466666666666667,5.7444444444444445
37,776.0,6.2187,Coastal,257900,2.8634686346863467,6.250922509225092,1.033210332103321,2.7714285714285714,6.05
36,786.0,5.62,Coastal,239600,2.4952380952380953,6.228571428571429,1.0317460317460319,2.4184615384615387,6.036923076923077
37,850.0,5.0574,Coastal,240800,2.591463414634146,5.530487804878049,1.0030487804878048,2.5835866261398177,5.513677811550152
36,1911.0,5.8491,Coastal,247300,3.028526148969889,6.671949286846276,1.0412044374009508,2.9086757990867578,6.407914764079147
35,2134.0,5.7389,Coastal,251800,2.8721399730820996,6.010767160161508,0.9959623149394348,2.883783783783784,6.035135135135135
35,996.0,5.7368,Coastal,287200,2.6210526315789475,6.2368421052631575,0.9973684210526316,2.627968337730871,6.253298153034301
36,1522.0,5.1805,Coastal,249400,2.6938053097345134,5.945132743362832,1.0548672566371682,2.553691275167785,5.635906040268456
16,1327.0,7.9767,Coastal,500001,2.352836879432624,7.065602836879433,1.0053191489361701,2.3403880070546736,7.0282186948853616
29,1132.0,4.6133,Coastal,500001,2.143939393939394,5.5625,0.9924242424242424,2.1603053435114505,5.604961832061068
31,1199.0,3.7232,Coastal,500001,1.7202295552367288,4.360114777618365,1.06025824964132,1.6224627875507442,4.112313937753721
36,508.0,5.3441,Coastal,480600,2.2986425339366514,5.633484162895928,0.9547511312217195,2.4075829383886256,5.900473933649289
43,767.0,4.3317,Coastal,232400,2.4662379421221865,4.729903536977492,0.9678456591639871,2.548172757475083,4.887043189368771
41,738.0,4.1687,Coastal,240700,2.46,5.873333333333333,1.0466666666666666,2.3503184713375798,5.611464968152866
44,947.0,5.0072,Coastal,236200,2.6016483516483517,5.914835164835165,1.0302197802197801,2.525333333333333,5.741333333333333
45,1057.0,4.375,Coastal,234800,2.4696261682242993,5.413551401869159,1.0467289719626167,2.359375,5.171875
45,681.0,4.6452,Coastal,212500,2.550561797752809,5.689138576779026,0.9850187265917603,2.5893536121673004,5.775665399239544
20,3625.0,3.7716,Coastal,242900,2.292852624920936,4.223908918406072,1.0999367488931056,2.0845313398504888,3.8401380103507763
43,1230.0,3.4211,Coastal,203900,2.265193370165746,4.615101289134438,0.9779005524861878,2.3163841807909606,4.71939736346516
5,1657.0,3.7826,Coastal,196300,1.9540094339622642,4.363207547169812,1.1709905660377358,1.6686807653575024,3.7260825780463245
23,1478.0,3.4833,Coastal,209400,2.447019867549669,4.259933774834437,1.1390728476821192,2.1482558139534884,3.739825581395349
44,1461.0,3.1711,Coastal,215400,2.4679054054054053,4.033783783783784,1.0456081081081081,2.360258481421648,3.8578352180936997
44,1038.0,3.108,Coastal,217900,2.076,4.202,0.992,2.092741935483871,4.235887096774194
25,2297.0,3.0453,Coastal,185900,2.370485036119711,4.141382868937049,1.1320949432404541,2.0938924339106655,3.6581586144029172
17,904.0,2.0875,Coastal,181300,2.226600985221675,3.9014778325123154,1.0714285714285714,2.0781609195402297,3.6413793103448278
14,1939.0,1.9808,Coastal,139100,3.728846153846154,3.2865384615384614,1.073076923076923,3.474910394265233,3.0627240143369177
33,2074.0,2.0156,Coastal,152700,3.474036850921273,3.4304857621440537,0.9798994974874372,3.545299145299145,3.500854700854701
25,3916.0,2.4,Coastal,153700,3.6839134524929444,3.520225776105362,1.110065851364064,3.31864406779661,3.171186440677966
26,2135.0,2.875,Coastal,164000,2.776332899869961,3.9804941482444733,1.0975292587776333,2.529620853080569,3.626777251184834
32,3002.0,2.375,Coastal,139700,4.632716049382716,3.3503086419753085,1.037037037037037,4.467261904761905,3.230654761904762
30,2646.0,1.9318,Coastal,115900,4.793478260869565,2.443840579710145,0.9402173913043478,5.098265895953757,2.5992292870905587
36,1379.0,1.2746,Coastal,129700,3.1774193548387095,3.910138248847926,1.2672811059907834,2.5072727272727273,3.0854545454545454
27,1896.0,2.0186,Coastal,130000,4.232142857142857,3.5267857142857144,1.1383928571428572,3.7176470588235295,3.0980392156862746
28,1816.0,1.7589,Coastal,118300,5.218390804597701,3.5028735632183907,1.1724137931034482,4.450980392156863,2.9877450980392157
20,1201.0,1.2206,Coastal,162500,3.7767295597484276,3.9465408805031448,1.1320754716981132,3.3361111111111112,3.486111111111111
29,1398.0,2.2543,Coastal,156300,3.74798927613941,3.136729222520107,0.9892761394101877,3.7886178861788617,3.1707317073170733
37,1967.0,2.137,Coastal,126600,4.132352941176471,3.8529411764705883,1.1575630252100841,3.5698729582577133,3.3284936479128855
30,3543.0,1.9387,Coastal,141700,4.168235294117647,3.655294117647059,1.1694117647058824,3.5643863179074446,3.125754527162978
24,439.0,2.8533,Coastal,137500,6.183098591549296,3.1690140845070425,1.0140845070422535,6.097222222222222,3.125
25,3744.0,2.0675,Coastal,116700,4.132450331125828,3.1467991169977925,1.0684326710816776,3.8677685950413223,2.9452479338842976
33,96.0,4.5938,Coastal,112500,2.6666666666666665,0.8888888888888888,0.5,5.333333333333333,1.7777777777777777
44,153.0,2.1964,Coastal,150000,5.1,4.033333333333333,0.9666666666666667,5.275862068965517,4.172413793103448
48,222.0,1.7,Coastal,104200,4.44,2.86,0.82,5.414634146341464,3.4878048780487805
21,29.0,5.0,Coastal,87500,1.8125,3.0625,0.875,2.0714285714285716,3.5
21,2924.0,1.3274,Coastal,218800,3.017543859649123,2.828689370485036,1.061919504643963,2.8415937803692906,2.663751214771623
35,914.0,0.9318,Coastal,187500,1.6957328385899815,2.803339517625232,1.1001855287569573,1.5413153456998314,2.548060708263069
46,1545.0,1.7064,Coastal,175000,2.6320272572402046,3.2180579216354346,1.1090289608177173,2.3732718894009217,2.901689708141321
48,1908.0,1.9872,Coastal,168800,4.094420600858369,3.7896995708154506,1.0665236051502145,3.839034205231388,3.5533199195171026
52,3018.0,2.3305,Coastal,162500,3.9554390563564876,3.488859764089122,1.1703800786369594,3.379619260918253,2.980963045912654
35,820.0,1.2321,Coastal,137500,1.595330739299611,3.062256809338521,1.1731517509727627,1.3598673300165838,2.6102819237147594
40,1257.0,1.2864,Coastal,131300,1.5771643663739021,2.5520702634880803,1.1279799247176914,1.3982202447163514,2.2625139043381535
24,1566.0,1.5076,Coastal,145800,2.0796812749003983,3.192563081009296,1.0876494023904382,1.9120879120879122,2.935286935286935
22,1190.0,1.9797,Coastal,143800,2.982456140350877,2.8020050125313283,1.0952380952380953,2.723112128146453,2.5583524027459954
52,1089.0,2.2344,Coastal,200000,3.4353312302839116,4.337539432176656,1.4416403785488958,2.3829321663019694,3.008752735229759
41,1209.0,2.7813,Coastal,129200,3.5982142857142856,3.4464285714285716,1.1785714285714286,3.053030303030303,2.9242424242424243
42,995.0,2.225,Coastal,106300,4.693396226415095,2.438679245283019,1.099056603773585,4.2703862660944205,2.218884120171674
45,735.0,1.5,Coastal,162500,1.4189189189189189,2.7683397683397684,1.2104247104247103,1.1722488038277512,2.287081339712919
25,632.0,4.6629,Coastal,162500,1.6415584415584417,3.7454545454545456,1.018181818181818,1.6122448979591837,3.6785714285714284
52,692.0,1.4048,Coastal,200000,1.3515625,3.05078125,1.203125,1.1233766233766234,2.5357142857142856
39,1339.0,1.5536,Coastal,155000,2.6833667334669338,3.2965931863727453,1.0961923847695392,2.4478976234003658,3.0073126142595976
36,1128.0,1.1483,Coastal,112500,1.8193548387096774,2.956451612903226,1.1096774193548387,1.6395348837209303,2.6642441860465116
21,1064.0,1.6178,Coastal,137500,1.7645107794361525,3.487562189054726,1.2056384742951907,1.4635488308115543,2.892709766162311
31,1092.0,1.0714,Coastal,150000,1.9225352112676057,3.012323943661972,1.216549295774648,1.5803183791606368,2.476121562952243
20,1712.0,1.4565,Coastal,152500,3.079136690647482,3.3309352517985613,1.0,3.079136690647482,3.3309352517985613
17,1300.0,2.0769,Coastal,100000,3.611111111111111,3.941666666666667,1.211111111111111,2.981651376146789,3.2545871559633026
52,1046.0,1.5603,Coastal,162500,3.1506024096385543,3.5542168674698793,1.1475903614457832,2.745406824146982,3.0971128608923886
31,898.0,1.5844,Coastal,162500,1.9649890590809629,3.6061269146608317,1.0590809628008753,1.8553719008264462,3.4049586776859506
8,694.0,2.5544,Coastal,162500,2.096676737160121,2.996978851963746,1.1873111782477341,1.7659033078880406,2.524173027989822
29,1083.0,1.8438,Coastal,162500,3.4272151898734178,3.2056962025316458,1.240506329113924,2.7627551020408165,2.5841836734693877
42,533.0,1.8036,Coastal,175000,2.8502673796791442,5.459893048128342,1.6042780748663101,1.7766666666666666,3.4033333333333333
29,3580.0,1.7393,Coastal,140200,4.637305699481865,3.7823834196891193,1.2461139896373057,3.7214137214137213,3.0353430353430353
23,3940.0,1.9647,Coastal,186200,3.588342440801457,3.431693989071038,1.1484517304189434,3.1245043616177637,2.9881046788263284
26,4573.660000000004,1.7701,Coastal,146200,4.008466257668715,2.666082383873795,1.098159509202454,3.6501675977653667,2.427773343974461
44,3184.0,1.918,Coastal,147500,4.738095238095238,3.517857142857143,1.1101190476190477,4.2680965147453085,3.168900804289544
36,2077.0,2.2538,Coastal,181300,2.4785202863961815,3.5,1.0513126491646778,2.357548240635641,3.329171396140749
45,1340.0,2.6786,Coastal,191100,1.8611111111111112,3.4833333333333334,1.1069444444444445,1.6813048933500627,3.1468005018820575
38,984.0,2.346,Coastal,165600,1.4385964912280702,3.2733918128654973,1.054093567251462,1.3647711511789182,3.1054091539528432
39,1379.0,2.1378,Coastal,180400,1.756687898089172,3.7617834394904457,1.1184713375796178,1.570615034168565,3.3633257403189067
12,3068.0,2.2808,Coastal,154700,2.4310618066561016,3.4936608557844693,1.1101426307448494,2.1898643825838686,3.147037830121342
29,1391.0,1.1295,Coastal,137500,2.8504098360655736,3.639344262295082,1.2418032786885247,2.2953795379537953,2.9306930693069306
30,720.0,2.6371,Coastal,159400,1.7266187050359711,3.4004796163069546,1.052757793764988,1.6400911161731206,3.2300683371298406
37,492.0,2.675,Coastal,241700,1.486404833836858,3.404833836858006,0.9879154078549849,1.5045871559633028,3.4464831804281344
30,2136.0,4.0968,Coastal,310000,1.4211576846307385,3.9354624085163006,1.1570192947438456,1.2282921219091432,3.401380103507763
45,1047.0,3.1149,Coastal,218800,1.8082901554404145,3.715025906735751,1.1105354058721935,1.6283048211508553,3.3452566096423015
45,1004.0,3.0153,Coastal,220000,1.6902356902356903,3.6077441077441077,1.1734006734006734,1.4404591104734576,3.0746054519368724
37,1087.0,2.3523,Coastal,325000,1.5573065902578798,3.8008595988538683,1.0802292263610316,1.4416445623342176,3.518567639257294
41,852.0,2.5726,Coastal,193800,1.598499061913696,3.8424015009380863,1.127579737335835,1.4176372712146423,3.4076539101497505
49,1105.0,1.8388,Coastal,175000,1.7567567567567568,3.6518282988871222,1.206677265500795,1.4558629776021081,3.02635046113307
