housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
16,8726.0,1317.0,3789.0,1279.0,6.8419,h ocean,323300
2,5989.0,883.0,1787.0,613.0,6.6916,inland,329500
52,803.0,267.0,628.0,225.0,4.1932,inland,14999
52,433.0,69.0,147.0,53.0,3.9583,inland,162500
52,102.0,29.0,54.0,32.0,1.9875,h ocean,191700
39,1622.0,355.0,903.0,314.0,4.1125,h ocean,183000
34,503.0,99.0,275.0,68.0,4.5491,inland,375000
26,4047.0,702.0,571.0,199.0,2.3482,inland,179500
14,362.0,78.0,88.0,39.0,3.5893,inland,214300
14,2391.0,451.0,798.0,308.0,3.0924,inland,114600
17,3538.0,726.0,1603.0,629.0,2.9449,inland,95600
17,1280.0,254.0,707.0,267.0,3.55,inland,106300
19,3273.0,611.0,1164.0,481.0,3.5446,inland,106500
10,2106.0,410.0,1003.0,397.0,2.7813,inland,124100
13,2307.0,386.0,925.0,347.0,3.1326,inland,119800
16,2131.0,424.0,989.0,369.0,2.6071,inland,103700
11,2161.0,448.0,820.0,405.0,2.3565,inland,122300
15,2654.0,530.0,1267.0,489.0,2.8393,inland,104400
13,1722.0,325.0,712.0,269.0,2.625,inland,137500
7,3389.0,621.0,1268.0,474.0,3.0224,inland,147800
17,2171.0,389.0,1042.0,375.0,3.625,inland,94400
8,828.0,168.0,413.0,146.0,3.375,inland,80700
10,3113.0,589.0,1508.0,512.0,2.8167,inland,96100
8,5212.0,872.0,2383.0,857.0,4.1099,inland,113600
13,5087.0,981.0,2284.0,913.0,2.7413,inland,123100
38,1696.0,301.0,985.0,278.0,2.4054,inland,112500
37,1495.0,292.0,858.0,275.0,2.9306,inland,46300
21,1724.0,317.0,1006.0,290.0,3.2868,inland,91700
29,1995.0,392.0,1261.0,354.0,1.9073,inland,79200
18,1277.0,234.0,674.0,238.0,2.6694,inland,75900
20,2062.0,466.0,1285.0,456.0,1.5319,inland,50500
33,1097.0,254.0,627.0,253.0,1.2794,inland,50700
42,1142.0,236.0,597.0,210.0,1.7279,inland,52300
36,1219.0,258.0,639.0,245.0,1.9464,inland,57000
17,3328.0,628.0,1580.0,619.0,2.9861,inland,81500
33,1239.0,250.0,648.0,227.0,2.0278,inland,58800
16,1027.0,199.0,673.0,193.0,2.9688,inland,63800
34,1391.0,297.0,943.0,281.0,2.4219,inland,83900
24,646.0,134.0,454.0,149.0,2.125,inland,61900
19,901.0,183.0,700.0,190.0,2.2375,inland,64300
11,3606.0,699.0,2074.0,644.0,2.6941,inland,63300
18,2287.0,534.0,1339.0,505.0,2.2527,inland,65200
21,1667.0,303.0,861.0,276.0,2.6012,inland,92200
18,508.0,104.0,393.0,114.0,3.0,inland,156300
17,3344.0,570.0,1624.0,536.0,3.8952,inland,95300
18,402.0,76.0,213.0,71.0,1.9063,inland,95800
11,3761.0,675.0,2374.0,673.0,3.4598,inland,74600
13,6301.0,1080.0,3840.0,1033.0,3.5258,inland,84900
14,1636.0,253.0,766.0,225.0,3.125,inland,88500
9,1608.0,297.0,1057.0,295.0,3.7143,inland,81600
18,1996.0,379.0,1327.0,356.0,2.6087,inland,96000
25,2115.0,482.0,1976.0,474.0,1.8431,inland,53900
11,2513.0,408.0,1360.0,415.0,4.277,inland,98500
13,2872.0,477.0,1607.0,481.0,4.475,inland,102400
12,3174.0,520.0,1590.0,488.0,4.5347,inland,101200
13,1429.0,209.0,702.0,205.0,4.3625,inland,111800
12,1790.0,379.0,1399.0,397.0,2.5388,inland,59600
12,2710.0,575.0,1724.0,516.0,1.4712,inland,60400
16,3705.0,739.0,2463.0,697.0,2.5288,inland,61800
20,2029.0,427.0,983.0,401.0,1.8444,inland,47100
38,1542.0,364.0,1220.0,334.0,1.625,inland,52800
28,1563.0,403.0,1564.0,408.0,1.5662,inland,48000
34,1457.0,239.0,557.0,226.0,3.6181,inland,96500
13,3356.0,589.0,1458.0,601.0,3.8257,inland,94200
20,2100.0,317.0,910.0,274.0,4.8187,inland,90900
16,3222.0,511.0,1425.0,503.0,4.1544,inland,119400
36,2074.0,349.0,954.0,363.0,3.1136,inland,73800
41,1164.0,211.0,476.0,171.0,2.4196,inland,70700
27,968.0,240.0,587.0,231.0,1.6071,inland,55000
35,1859.0,428.0,1208.0,399.0,1.4044,inland,61700
37,1000.0,261.0,1092.0,233.0,1.4267,inland,52300
31,696.0,254.0,913.0,248.0,1.4,inland,52500
44,1288.0,295.0,723.0,287.0,1.6534,inland,61400
42,963.0,216.0,471.0,211.0,2.2898,inland,66100
32,1268.0,283.0,549.0,273.0,1.4511,inland,65200
20,2129.0,526.0,1845.0,522.0,1.8973,inland,51600
23,2126.0,506.0,2091.0,491.0,1.3713,inland,51800
36,1528.0,347.0,1334.0,304.0,1.3594,inland,48300
26,1284.0,239.0,820.0,254.0,2.5833,inland,62300
14,4795.0,710.0,2047.0,640.0,4.665,inland,121300
31,2366.0,482.0,1933.0,433.0,3.0234,inland,65000
32,2089.0,468.0,1765.0,427.0,2.234,inland,61700
43,1226.0,244.0,491.0,205.0,4.9286,near bay,307000
16,4431.0,603.0,1659.0,630.0,7.5412,near bay,392100
26,5188.0,892.0,2341.0,906.0,5.0029,near bay,255600
14,2259.0,341.0,1127.0,346.0,6.4092,h ocean,334900
20,1589.0,231.0,601.0,224.0,5.3755,h ocean,290900
9,1302.0,177.0,682.0,190.0,7.5,h ocean,423200
24,2863.0,734.0,1583.0,682.0,3.1981,near bay,215300
32,3521.0,748.0,1706.0,723.0,3.4705,near bay,228600
25,7784.0,1145.0,3445.0,1166.0,6.0132,h ocean,287900
13,5027.0,871.0,1912.0,770.0,4.9286,near bay,309500
19,1752.0,328.0,873.0,336.0,3.8068,h ocean,201600
23,8642.0,1294.0,3594.0,1253.0,5.3962,h ocean,301500
21,3891.0,616.0,1968.0,632.0,5.5524,h ocean,279200
18,6205.0,821.0,2311.0,756.0,6.9081,h ocean,368700
22,8853.520000000019,1739.0,4573.6600000000035,1581.0,4.6463,near bay,276300
27,8853.520000000019,1637.0,4406.0,1581.0,5.615,near bay,285600
5,1495.0,235.0,555.0,201.0,6.7232,near bay,345000
17,8853.520000000019,1739.0,4573.6600000000035,1581.0,4.1705,near bay,209800
19,8853.520000000019,1739.0,4573.6600000000035,1581.0,5.0965,near bay,295300
38,3392.0,709.0,1894.0,713.0,3.0573,near bay,350800
20,4536.0,708.0,1812.0,701.0,6.0433,near bay,435900
24,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.0742,near bay,118800
16,1495.0,292.0,472.0,284.0,3.4432,near bay,67500
13,4284.0,1042.0,2146.0,937.0,4.1289,near bay,179200
36,4501.0,832.0,2196.0,800.0,4.3182,near bay,252700
27,3121.0,531.0,1318.0,489.0,5.4781,near bay,310900
17,2449.0,536.0,1157.0,543.0,3.9519,near bay,274200
26,48.0,8.0,19.0,8.0,7.7197,near bay,400000
29,7174.0,1169.0,3063.0,1172.0,6.0902,near bay,293200
24,2330.0,322.0,911.0,320.0,6.5253,near bay,387700
34,1887.0,290.0,815.0,283.0,6.5249,near bay,324800
25,3412.0,455.0,1238.0,406.0,8.3646,near bay,397300
33,8853.520000000019,1487.0,3798.0,1409.0,5.6512,near bay,314000
21,2144.0,400.0,840.0,398.0,4.6,near bay,239500
27,4985.0,711.0,1928.0,742.0,6.4978,near bay,361500
27,3966.0,577.0,1657.0,611.0,6.3314,near bay,342200
28,3416.0,826.0,1694.0,800.0,3.18,near bay,277000
18,3119.0,803.0,1395.0,722.0,3.9265,near bay,301100
32,2236.0,348.0,818.0,330.0,7.3521,near bay,444000
31,6555.0,1571.0,2962.0,1464.0,2.8903,near bay,324200
52,1758.0,316.0,607.0,264.0,5.5083,near bay,371900
34,3306.0,555.0,1398.0,585.0,4.8993,near bay,319900
32,2390.0,336.0,810.0,354.0,8.5759,near bay,500001
31,3807.0,828.0,1581.0,795.0,3.293,near bay,337500
32,4138.0,632.0,1541.0,626.0,5.5791,near bay,433300
37,4801.0,699.0,1830.0,679.0,6.0762,near bay,487800
37,4296.0,1089.0,2100.0,1025.0,3.2462,near bay,329400
22,7274.0,1002.0,2468.0,957.0,7.494,near bay,439200
10,1325.0,189.0,427.0,162.0,8.946750000000016,near bay,500001
27,5470.0,755.0,1916.0,764.0,6.994,near bay,420800
34,1256.0,178.0,460.0,174.0,6.4271,near bay,451700
52,205.0,119.0,228.0,132.0,1.9063,near bay,200000
52,1560.0,451.0,700.0,419.0,2.5125,near bay,270800
44,3595.0,953.0,1831.0,910.0,2.6036,near bay,287500
39,4193.0,762.0,1833.0,737.0,5.6263,near bay,352100
33,563.0,194.0,265.0,169.0,2.75,near bay,231300
39,3302.0,684.0,1574.0,653.0,3.6863,near bay,263800
35,2012.0,346.0,818.0,352.0,5.2818,near bay,331000
37,1340.0,322.0,621.0,314.0,3.5588,near bay,268800
37,350.0,57.0,179.0,69.0,6.2862,near bay,500001
35,908.0,194.0,413.0,197.0,3.9917,near bay,290800
16,3769.0,839.0,1986.0,815.0,3.9712,near bay,187500
16,100.0,20.0,45.0,25.0,6.1359,near bay,212500
25,6526.0,1739.0,4573.6600000000035,1581.0,2.7273,near bay,187500
36,1336.0,258.0,678.0,249.0,5.5789,near ocean,292000
36,1199.0,232.0,551.0,229.0,3.7321,near ocean,266700
41,1865.0,392.0,825.0,369.0,4.2011,near ocean,255400
42,1410.0,308.0,624.0,292.0,4.1379,near ocean,309100
40,1428.0,280.0,708.0,255.0,5.0766,near ocean,305400
46,4036.0,856.0,1872.0,833.0,4.5625,near ocean,275200
40,7737.0,1488.0,3108.0,1349.0,4.4375,near ocean,289600
52,370.0,62.0,150.0,56.0,7.7006,near ocean,316700
36,4869.0,871.0,1899.0,827.0,4.1659,near bay,302000
21,2198.0,462.0,1100.0,449.0,4.1098,h ocean,246600
35,8814.0,1307.0,3450.0,1258.0,6.1724,near bay,414300
45,2404.0,425.0,926.0,400.0,4.9674,near bay,320100
38,5587.0,996.0,2466.0,1027.0,4.1711,near bay,336900
49,2860.0,552.0,1178.0,522.0,4.625,near bay,355000
52,3675.0,649.0,1553.0,639.0,4.6905,near bay,316300
52,1180.0,216.0,467.0,197.0,4.9615,near bay,292200
36,2649.0,542.0,1111.0,557.0,4.8056,near bay,345700
52,1833.0,324.0,735.0,306.0,4.6944,near bay,398900
47,5416.0,1115.0,2177.0,1027.0,3.5055,near bay,382100
52,2232.0,291.0,731.0,253.0,7.1155,near bay,500001
52,3458.0,468.0,1449.0,471.0,8.946750000000016,near bay,500001
34,2677.0,411.0,933.0,410.0,6.1444,near ocean,500001
36,2023.0,242.0,653.0,241.0,8.946750000000016,near bay,500001
29,377.0,58.0,151.0,67.0,8.946750000000016,near ocean,500001
44,1552.0,204.0,596.0,208.0,8.946750000000016,near bay,500001
33,2534.0,495.0,996.0,449.0,4.3083,near bay,500001
38,2310.0,400.0,971.0,386.0,5.697,near bay,435700
33,4448.0,631.0,1675.0,628.0,7.8904,near bay,468800
22,7446.0,1739.0,2980.0,1581.0,3.5838,near bay,271300
36,4385.0,620.0,1549.0,626.0,8.3935,near bay,470500
42,2171.0,362.0,887.0,347.0,6.6125,near bay,393200
43,2998.0,470.0,970.0,430.0,5.5385,near bay,431800
39,3670.0,775.0,1519.0,788.0,4.4081,near bay,435200
26,3990.0,804.0,1550.0,792.0,5.1834,near bay,405500
18,1804.0,284.0,600.0,241.0,5.9582,near bay,500001
18,878.0,255.0,384.0,247.0,4.7344,near bay,200000
34,2782.0,502.0,1219.0,507.0,5.0779,near bay,333900
32,2622.0,541.0,1022.0,464.0,3.7647,near bay,375000
24,421.0,64.0,163.0,75.0,8.946750000000016,near bay,500001
42,1741.0,301.0,723.0,306.0,5.5379,near bay,410500
37,1722.0,352.0,648.0,337.0,4.125,near bay,310300
45,1530.0,324.0,608.0,328.0,3.875,near bay,390800
47,793.0,163.0,334.0,151.0,5.8509,near bay,317800
32,2639.0,415.0,1013.0,408.0,6.1632,near bay,349200
30,2270.0,359.0,974.0,351.0,5.5926,near bay,300900
26,2170.0,347.0,849.0,318.0,6.2953,near bay,386200
2,647.0,136.0,203.0,118.0,6.641,near bay,310000
16,2947.0,802.0,1385.0,743.0,3.6731,near bay,318000
35,2492.0,409.0,812.0,373.0,8.8386,near bay,500001
36,4471.0,618.0,1315.0,582.0,8.946750000000016,near bay,500001
27,2682.0,382.0,935.0,369.0,8.946750000000016,near bay,500001
31,7001.0,1282.0,2755.0,1267.0,5.4851,near bay,441100
23,1650.0,403.0,541.0,336.0,6.0238,near bay,500001
23,8853.520000000019,1736.0,3895.0,1581.0,7.2905,near bay,500001
30,3763.0,717.0,1292.0,632.0,8.4888,near bay,500001
28,5448.0,1089.0,2100.0,1023.0,4.7475,near bay,474600
27,2674.0,565.0,1233.0,547.0,3.4485,near bay,458300
37,2524.0,398.0,999.0,417.0,7.9892,near bay,500001
44,2846.0,551.0,1232.0,537.0,3.8839,near bay,327200
48,2491.0,460.0,937.0,455.0,4.4375,near bay,370000
48,2924.0,489.0,1159.0,505.0,5.6302,near bay,489000
52,2303.0,350.0,859.0,359.0,6.1085,near bay,500001
30,4174.0,739.0,1818.0,705.0,5.5951,near bay,402900
17,4363.0,1041.0,1640.0,989.0,3.9531,near bay,417600
16,1704.0,402.0,689.0,348.0,4.4239,near bay,267100
41,3170.0,622.0,1091.0,528.0,3.7813,near bay,389200
34,1431.0,224.0,503.0,220.0,7.9606,near bay,453400
48,1550.0,253.0,641.0,276.0,8.634,near bay,463500
52,1972.0,327.0,755.0,345.0,7.1924,near bay,500001
37,1926.0,290.0,721.0,298.0,8.9248,near bay,500001
48,1283.0,278.0,567.0,255.0,3.2794,near bay,460000
25,4921.0,866.0,1913.0,834.0,6.8742,near bay,413100
30,4382.0,732.0,1775.0,745.0,6.7809,near bay,414400
20,1814.0,282.0,658.0,253.0,7.9977,near bay,400000
36,2688.0,485.0,1064.0,449.0,4.4583,near bay,308600
36,1760.0,283.0,562.0,246.0,6.7546,near bay,402400
33,4971.0,836.0,1907.0,795.0,6.1275,near bay,424400
35,4127.0,689.0,1596.0,707.0,5.9073,near bay,400400
24,221.0,41.0,75.0,38.0,5.1292,near bay,362500
21,3904.0,980.0,1949.0,919.0,2.862,near bay,258400
19,1926.0,593.0,881.0,546.0,2.9145,near bay,140400
17,4333.0,947.0,1650.0,919.0,6.3066,near bay,346100
35,2729.0,538.0,969.0,528.0,6.7669,near bay,500001
52,2175.0,510.0,809.0,503.0,4.5398,near bay,442000
52,3914.0,752.0,1177.0,670.0,6.2113,near bay,500001
42,6297.0,1307.0,2096.0,1205.0,6.4752,near bay,500001
38,240.0,29.0,63.0,34.0,8.946750000000016,near bay,500001
52,176.0,50.0,88.0,46.0,3.8068,near bay,275000
30,833.0,164.0,358.0,143.0,6.8198,near ocean,493800
38,1183.0,196.0,628.0,205.0,3.75,near bay,478600
42,1505.0,324.0,553.0,277.0,4.1792,near ocean,350000
21,2845.0,552.0,599.0,250.0,4.3125,near ocean,495800
43,1730.0,326.0,629.0,279.0,4.3194,near ocean,238700
23,1250.0,257.0,437.0,188.0,3.115,near ocean,242600
44,2602.0,509.0,691.0,343.0,4.3125,near ocean,261500
31,1858.0,367.0,701.0,297.0,3.8269,near ocean,270700
28,1284.0,265.0,628.0,219.0,3.5469,near ocean,200000
26,1445.0,244.0,510.0,207.0,5.6305,near ocean,430000
52,1275.0,218.0,627.0,185.0,2.3482,near ocean,163500
20,1982.0,358.0,308.0,132.0,3.1429,near ocean,240900
19,1615.0,366.0,815.0,337.0,3.4609,near ocean,238800
36,2378.0,476.0,957.0,362.0,3.625,near ocean,253100
25,1470.0,341.0,706.0,283.0,1.7614,inland,71300
17,2116.0,425.0,909.0,319.0,2.7188,inland,113100
14,2878.0,617.0,1011.0,509.0,1.398,inland,103800
32,1312.0,315.0,600.0,265.0,1.5,inland,91500
12,2776.0,592.0,1236.0,489.0,2.5551,inland,105000
16,1667.0,372.0,762.0,283.0,1.75,inland,87500
11,2403.0,497.0,890.0,344.0,3.0,inland,120800
13,866.0,252.0,369.0,165.0,2.875,inland,70200
17,2806.0,600.0,990.0,410.0,2.3818,inland,88100
24,172.0,42.0,79.0,30.0,3.8333,inland,93800
13,1713.0,340.0,643.0,241.0,2.662,inland,92400
13,2230.0,443.0,920.0,361.0,3.0,inland,112000
17,2582.0,553.0,1087.0,423.0,2.5,inland,104200
15,989.0,184.0,406.0,151.0,3.1771,inland,121900
13,1999.0,375.0,750.0,308.0,2.875,inland,96000
14,2744.0,555.0,1153.0,474.0,2.753,inland,111100
30,2165.0,536.0,1500.0,414.0,3.5391,inland,55900
30,2857.0,661.0,291.0,135.0,2.6838,inland,164600
23,608.0,143.0,281.0,108.0,2.9306,inland,70000
25,1435.0,304.0,746.0,259.0,1.7788,inland,57900
25,2075.0,435.0,991.0,377.0,1.2281,inland,60300
18,2130.0,545.0,863.0,346.0,2.3571,inland,79200
42,1518.0,383.0,656.0,303.0,1.4952,near ocean,69800
19,1461.0,340.0,515.0,227.0,1.5278,near ocean,145800
15,1839.0,489.0,887.0,332.0,2.2429,h ocean,100000
22,2124.0,450.0,1122.0,446.0,2.1793,inland,71500
21,3359.0,677.0,1908.0,642.0,3.0433,h ocean,140700
24,1421.0,291.0,588.0,274.0,2.325,h ocean,157300
28,2492.0,507.0,1202.0,460.0,2.7857,h ocean,150300
32,790.0,151.0,380.0,142.0,2.7,h ocean,165000
47,1150.0,244.0,552.0,201.0,2.5192,h ocean,110400
35,1718.0,345.0,698.0,299.0,2.9243,h ocean,131600
52,1533.0,336.0,754.0,340.0,1.9213,h ocean,95000
49,2290.0,482.0,1201.0,479.0,3.5,h ocean,113300
33,2024.0,459.0,1019.0,422.0,1.9208,h ocean,93600
36,1330.0,273.0,761.0,286.0,2.7813,h ocean,105800
16,2017.0,423.0,1177.0,414.0,3.2171,h ocean,116200
11,1804.0,506.0,895.0,451.0,1.7574,h ocean,150000
15,2342.0,535.0,1064.0,433.0,1.8967,inland,96600
10,4086.0,831.0,2111.0,758.0,3.2156,h ocean,104400
22,2085.0,432.0,1133.0,402.0,2.3906,h ocean,92600
18,3946.0,813.0,1899.0,730.0,2.6424,h ocean,124600
18,1619.0,346.0,904.0,295.0,2.1625,h ocean,77200
32,2780.0,470.0,1281.0,479.0,3.588,h ocean,96000
46,1748.0,362.0,808.0,330.0,2.9183,h ocean,76900
27,1321.0,338.0,779.0,327.0,1.85,h ocean,71800
21,1081.0,254.0,715.0,275.0,1.5625,h ocean,71500
18,2821.0,628.0,1636.0,615.0,2.3333,h ocean,84000
19,1056.0,248.0,611.0,226.0,1.746,inland,105000
20,804.0,121.0,448.0,140.0,3.9632,h ocean,147100
19,1026.0,205.0,424.0,152.0,2.8833,inland,154200
20,2745.0,504.0,1421.0,430.0,3.3431,inland,137500
25,3066.0,570.0,1558.0,535.0,3.788,h ocean,134200
16,5569.0,1106.0,3148.0,1088.0,3.1455,h ocean,142900
17,1087.0,254.0,522.0,202.0,2.5875,h ocean,144500
18,243.0,55.0,115.0,54.0,2.125,h ocean,175000
17,3145.0,693.0,1560.0,647.0,2.2926,h ocean,149300
22,1542.0,291.0,821.0,285.0,3.5917,h ocean,118800
26,786.0,168.0,494.0,161.0,2.3583,h ocean,105400
16,1377.0,296.0,830.0,279.0,3.25,h ocean,151400
23,4671.0,912.0,2095.0,857.0,3.184,h ocean,140500
17,1981.0,371.0,773.0,325.0,3.1563,h ocean,277000
18,1652.0,352.0,711.0,292.0,3.1071,h ocean,213200
23,2754.0,577.0,887.0,432.0,3.3654,near ocean,225000
20,4620.0,1042.0,1745.0,794.0,2.375,near ocean,158800
38,1706.0,355.0,506.0,211.0,2.5625,near ocean,165600
17,2206.0,478.0,1140.0,428.0,2.1985,near ocean,95300
17,5202.0,1037.0,1742.0,803.0,3.1201,near ocean,176100
18,2251.0,510.0,1032.0,369.0,2.2946,h ocean,101000
28,1416.0,294.0,812.0,258.0,3.4063,h ocean,109400
35,1551.0,321.0,857.0,288.0,2.7232,h ocean,115400
17,2772.0,576.0,1501.0,584.0,2.6275,h ocean,142100
24,5372.0,1051.0,3002.0,992.0,3.0652,h ocean,131100
17,1890.0,342.0,877.0,312.0,3.7833,h ocean,159800
45,1348.0,265.0,639.0,270.0,3.3667,h ocean,115200
32,1149.0,187.0,499.0,208.0,3.6587,h ocean,154600
33,1176.0,211.0,529.0,217.0,3.8958,h ocean,144000
36,1166.0,216.0,504.0,203.0,3.5938,h ocean,122100
52,1370.0,258.0,617.0,228.0,2.55,h ocean,112900
39,1419.0,262.0,661.0,278.0,3.0,h ocean,114600
27,1531.0,266.0,822.0,234.0,4.0469,h ocean,127400
14,1908.0,484.0,1195.0,467.0,1.7929,h ocean,82300
29,6121.0,1222.0,3595.0,1189.0,2.631,h ocean,109600
27,990.0,238.0,592.0,225.0,2.0074,h ocean,96200
16,2577.0,495.0,1232.0,488.0,2.6012,h ocean,125600
31,2685.0,675.0,1367.0,626.0,1.6571,h ocean,108900
17,1620.0,396.0,878.0,399.0,1.8042,h ocean,109200
26,1474.0,417.0,1065.0,401.0,1.375,h ocean,84400
15,2235.0,545.0,1376.0,516.0,1.9032,h ocean,100000
32,1143.0,208.0,454.0,188.0,3.8333,h ocean,116100
14,2240.0,327.0,1030.0,308.0,5.9585,h ocean,214900
30,1904.0,331.0,816.0,325.0,4.425,h ocean,161900
33,1320.0,303.0,1048.0,303.0,1.7813,h ocean,94700
31,418.0,82.0,327.0,81.0,2.775,h ocean,120800
38,267.0,57.0,196.0,60.0,2.3125,h ocean,70000
22,2163.0,436.0,1048.0,358.0,2.7171,h ocean,95800
36,1211.0,247.0,697.0,251.0,2.5761,h ocean,94900
22,2704.0,497.0,1432.0,399.0,2.9,inland,83100
33,1028.0,226.0,658.0,197.0,2.3043,inland,66300
27,2295.0,424.0,1252.0,350.0,3.6182,inland,123200
18,2003.0,398.0,1333.0,411.0,2.7562,inland,90500
27,949.0,224.0,888.0,241.0,2.3333,inland,72800
17,2534.0,517.0,1764.0,502.0,2.8519,inland,80700
35,2436.0,466.0,1730.0,469.0,2.2071,inland,85900
11,1479.0,341.0,1476.0,327.0,3.2721,inland,73800
40,680.0,160.0,785.0,175.0,2.6058,inland,72700
46,860.0,130.0,496.0,147.0,3.5167,inland,137500
30,2390.0,470.0,1409.0,428.0,2.1484,inland,81300
32,1656.0,317.0,1037.0,286.0,2.4964,inland,88800
37,653.0,176.0,827.0,176.0,1.9236,inland,64400
22,1311.0,319.0,1455.0,340.0,2.2813,inland,67300
23,1451.0,292.0,1052.0,265.0,2.8698,inland,72900
14,1979.0,432.0,1756.0,382.0,2.6923,inland,71400
7,2773.0,530.0,1374.0,505.0,2.6214,inland,103800
17,3511.0,636.0,1904.0,617.0,3.1111,inland,113900
32,2892.0,521.0,1580.0,484.0,3.7784,inland,164500
32,1175.0,208.0,774.0,222.0,3.0,inland,109400
24,1294.0,222.0,684.0,221.0,2.6908,inland,103100
27,2692.0,481.0,1518.0,447.0,2.0417,inland,94200
21,3157.0,637.0,2268.0,620.0,2.567,inland,70400
19,2256.0,449.0,1469.0,435.0,2.5129,inland,84600
25,1731.0,311.0,810.0,266.0,4.1058,inland,107600
16,4717.0,1119.0,3589.0,1017.0,2.1061,inland,72800
27,2083.0,444.0,1462.0,479.0,2.6439,inland,69100
39,2235.0,412.0,1268.0,402.0,2.6758,inland,74600
10,3075.0,498.0,1368.0,487.0,4.6667,inland,130100
27,2521.0,484.0,1307.0,456.0,3.0911,inland,86900
16,1605.0,282.0,866.0,284.0,4.0694,inland,110200
18,874.0,203.0,572.0,190.0,1.6833,inland,71000
15,3455.0,729.0,2014.0,659.0,3.2656,inland,83500
8,2608.0,428.0,1530.0,435.0,3.968,inland,102100
11,3946.0,978.0,2814.0,953.0,2.0179,inland,87300
34,1722.0,316.0,904.0,315.0,2.4653,inland,66100
34,1900.0,401.0,1009.0,385.0,2.2222,inland,75000
20,1457.0,372.0,1000.0,346.0,1.4615,inland,69200
18,5009.0,826.0,2497.0,805.0,4.25,inland,146300
34,1830.0,431.0,1304.0,415.0,2.1182,inland,68900
16,638.0,435.0,380.0,132.0,1.9135,inland,87500
18,704.0,176.0,520.0,154.0,3.003,inland,101300
19,3874.0,676.0,2441.0,707.0,3.2955,inland,88600
15,3249.0,613.0,1569.0,595.0,3.5393,inland,88000
33,3564.0,716.0,2603.0,696.0,2.2179,inland,67500
16,2236.0,438.0,1361.0,393.0,2.0066,inland,125000
21,1410.0,229.0,590.0,205.0,3.3194,inland,141400
28,2159.0,416.0,1283.0,378.0,1.8939,inland,83000
18,8606.0,1678.0,4573.6600000000035,1581.0,2.4012,inland,79700
21,1684.0,341.0,1052.0,312.0,2.0809,inland,95800
13,2109.0,477.0,1108.0,466.0,2.3099,inland,89600
10,1275.0,255.0,620.0,240.0,3.0263,inland,118300
13,1936.0,384.0,1158.0,367.0,2.75,inland,83200
13,3474.0,927.0,2149.0,821.0,1.9528,inland,85300
13,3641.0,897.0,1737.0,788.0,2.1418,inland,130600
15,3952.0,984.0,2024.0,1026.0,2.558,inland,121600
16,1245.0,231.0,956.0,219.0,3.4559,inland,108000
8,6146.0,1017.0,2821.0,987.0,4.67,inland,127600
9,2934.0,511.0,1227.0,501.0,3.6742,inland,117200
16,1170.0,178.0,566.0,181.0,5.2522,inland,125300
21,1318.0,202.0,618.0,197.0,4.8214,inland,117800
19,3136.0,466.0,1631.0,484.0,3.6471,inland,101400
4,786.0,116.0,368.0,109.0,6.3215,inland,138200
17,6111.0,1171.0,2950.0,1104.0,3.2852,inland,98800
16,3369.0,532.0,1770.0,574.0,5.2662,inland,126200
20,4379.0,753.0,2055.0,716.0,3.7652,inland,133500
26,3170.0,572.0,1524.0,565.0,3.48,inland,95300
42,2361.0,512.0,1684.0,511.0,2.355,inland,75600
36,2162.0,433.0,1048.0,451.0,2.6797,inland,81800
45,1834.0,421.0,1405.0,407.0,2.0521,inland,72400
49,2919.0,719.0,1956.0,679.0,1.5427,inland,88500
39,1015.0,356.0,875.0,313.0,1.5,inland,67000
50,985.0,309.0,621.0,250.0,1.3125,inland,60900
21,6911.0,1341.0,3967.0,1297.0,3.0515,inland,95200
35,2042.0,378.0,953.0,356.0,2.7344,inland,87800
40,3693.0,771.0,2102.0,742.0,2.1838,inland,75000
36,3346.0,739.0,2151.0,713.0,2.3095,inland,68300
20,4927.0,1042.0,4205.0,1009.0,1.7679,inland,79800
29,1572.0,456.0,1697.0,429.0,1.76,inland,63200
35,1313.0,324.0,1350.0,343.0,1.75,inland,57600
17,2414.0,594.0,2487.0,582.0,1.0955,inland,62700
16,749.0,222.0,1277.0,224.0,1.2054,inland,60900
17,2266.0,693.0,3200.0,664.0,1.5635,inland,60400
19,1548.0,319.0,1227.0,309.0,1.7756,inland,73300
11,1721.0,381.0,1708.0,373.0,1.9535,inland,57100
12,2855.0,598.0,1658.0,586.0,2.3929,inland,81100
18,1260.0,268.0,576.0,263.0,1.7222,inland,101500
30,2972.0,635.0,1940.0,590.0,2.3594,inland,72300
15,1613.0,203.0,673.0,213.0,5.9378,inland,212200
28,1401.0,435.0,967.0,257.0,1.5917,inland,89400
33,993.0,186.0,556.0,175.0,2.4286,inland,103600
38,576.0,435.0,478.0,112.0,2.3382,inland,59600
40,1542.0,341.0,1283.0,341.0,1.6929,inland,55900
36,969.0,206.0,732.0,175.0,1.5938,inland,57600
9,695.0,188.0,810.0,190.0,1.6172,inland,56300
34,1656.0,328.0,1110.0,332.0,2.1845,inland,59900
31,2447.0,465.0,1313.0,352.0,3.3929,inland,93800
17,605.0,159.0,416.0,83.0,2.0,inland,87500
31,1923.0,341.0,806.0,349.0,3.1738,inland,97600
45,1750.0,371.0,847.0,354.0,1.7062,inland,77400
